order_year,order_month,category,category_revenue,monthly_total_revenue,category_revenue_share
2023,2,toys,26894.9595,208376.11649999997,0.12906930003180092
2023,2,beauty,27711.909999999996,208376.11649999997,0.13298985730929486
2023,2,books,31192.011999999995,208376.11649999997,0.14969091719299799
2023,2,,,208376.11649999997,
2023,2,food_drink,24791.3265,208376.11649999997,0.118973934807927
2023,2,electronics,19791.001999999997,208376.11649999997,0.094977305136599
2023,2,sports,32750.0155,208376.11649999997,0.15716779854662474
2023,3,food_drink,22295.633,138301.35600000003,0.16121051625842336
2023,3,toys,20981.414500000003,138301.35600000003,0.1517079449315016
2023,3,books,16410.342500000002,138301.35600000003,0.1186564107151632
2023,3,electronics,17637.419,138301.35600000003,0.12752889422139865
2023,3,,766.52,138301.35600000003,0.005542389620532715
2023,3,clothing,13291.213500000002,138301.35600000003,0.09610327681819691
2023,3,sports,15942.855,138301.35600000003,0.1152762016303007
2023,3,beauty,21155.476000000002,138301.35600000003,0.15296651176724543
2023,3,home_garden,9820.482500000002,138301.35600000003,0.07100785403723735
2023,4,beauty,19956.269500000002,188443.93,0.10590030413821237
2023,4,food_drink,25453.0155,188443.93,0.13506943683460645
2023,4,toys,24403.513499999994,188443.93,0.12950013035707753
2023,4,,2625.303,188443.93,0.013931480838889319
2023,4,electronics,23003.544499999996,188443.93,0.1220710292976802
2023,4,clothing,24030.521500000003,188443.93,0.12752080419889356
2023,4,books,14494.131500000001,188443.93,0.07691482288657428
2023,4,home_garden,29625.4475,188443.93,0.15721094067609395
2023,4,sports,24852.1835,188443.93,0.13188105077197232
2023,5,toys,23999.4145,186447.48699999996,0.1287194313324266
2023,5,books,26260.427999999996,186447.48699999996,0.14084624267421744
2023,5,,5014.285,186447.48699999996,0.02689381916957669
2023,5,beauty,31891.096999999998,186447.48699999996,0.17104600074336215
2023,5,electronics,9074.6825,186447.48699999996,0.04867151950404138
2023,5,clothing,18256.499499999994,186447.48699999996,0.09791764852266417
2023,5,food_drink,21966.426500000005,186447.48699999996,0.11781562118882305
2023,5,sports,23481.141499999998,186447.48699999996,0.1259397049422286
2023,5,home_garden,26503.512499999997,186447.48699999996,0.14215001192266002
2023,6,clothing,14716.423999999997,188749.74300000002,0.07796791543181066
2023,6,home_garden,22872.6505,188749.74300000002,0.12117977029510445
2023,6,books,17972.628500000003,188749.74300000002,0.09521935349072237
2023,6,,5273.9925,188749.74300000002,0.0279417201643554
2023,6,food_drink,23497.662999999997,188749.74300000002,0.12449109930708618
2023,6,sports,27675.09400000001,188749.74300000002,0.1466232142101513
2023,6,beauty,26341.709499999997,188749.74300000002,0.1395589158497556
2023,6,electronics,24063.4755,188749.74300000002,0.12748878550790926
2023,6,toys,26336.105500000005,188749.74300000002,0.13952922574310472
2023,7,beauty,25915.2025,220453.93399999998,0.11755382192453867
2023,7,electronics,30075.854500000005,220453.93399999998,0.1364269348897172
2023,7,,3088.171,220453.93399999998,0.014008237203877704
2023,7,home_garden,28781.88,220453.93399999998,0.13055734355822385
2023,7,food_drink,26128.909499999998,220453.93399999998,0.11852321719058095
2023,7,sports,30709.23549999999,220453.93399999998,0.13930001131211384
2023,7,clothing,27975.222500000003,220453.93399999998,0.1268982684609294
2023,7,toys,19088.457999999995,220453.93399999998,0.08658705995239803
2023,7,books,28691.0005,220453.93399999998,0.13014510550762048
2023,8,home_garden,23304.077,197938.02049999996,0.1177342126648175
2023,8,,2112.4184999999998,197938.02049999996,0.010672120973342766
2023,8,books,30528.8125,197938.02049999996,0.15423420130646404
2023,8,clothing,26522.323999999986,197938.02049999996,0.13399307486759468
2023,8,toys,25644.329499999993,197938.02049999996,0.1295573707124145
2023,8,electronics,22041.625999999997,197938.02049999996,0.11135620101849003
2023,8,sports,16196.033,197938.02049999996,0.08182375957427544
2023,8,beauty,26142.257500000003,197938.02049999996,0.13207294603615585
2023,8,food_drink,25446.14249999999,197938.02049999996,0.12855611284644528
2023,9,beauty,15977.0135,180521.968,0.08850453868307041
2023,9,,13850.793000000001,180521.968,0.07672635720434869
2023,9,books,19937.713,180521.968,0.11044480193125304
2023,9,toys,17938.6585,180521.968,0.09937105549392194
2023,9,electronics,28255.265000000003,180521.968,0.1565198148072483
2023,9,sports,27294.985000000004,180521.968,0.15120035141651017
2023,9,food_drink,18125.173000000003,180521.968,0.10040425107707669
2023,9,home_garden,23563.405,180521.968,0.13052929380871806
2023,9,clothing,15578.962000000001,180521.968,0.08629953557785279
2023,10,sports,28230.9565,243055.787,0.1161501104271177
2023,10,beauty,31825.922000000006,243055.787,0.13094081154298953
2023,10,toys,15960.695,243055.787,0.06566679689877122
2023,10,books,24176.8815,243055.787,0.09947050345277317
2023,10,home_garden,28795.985000000004,243055.787,0.11847479689919913
2023,10,clothing,35029.1375,243055.787,0.1441197427650632
2023,10,,10119.049,243055.787,0.041632619099087734
2023,10,electronics,36924.59949999999,243055.787,0.1519182075677136
2023,10,food_drink,31992.561000000005,243055.787,0.13162641134728467
2023,11,clothing,21125.0305,133378.3385,0.15838426792218588
2023,11,,4482.8925,133378.3385,0.03361034895482672
2023,11,sports,12908.457,133378.3385,0.09678076024316347
2023,11,toys,19340.501000000004,133378.3385,0.1450048127567581
2023,11,home_garden,19274.11200000001,133378.3385,0.1445070632664989
2023,11,food_drink,5004.2845,133378.3385,0.03751946947517268
2023,11,books,14552.2445,133378.3385,0.1091050065824594
2023,11,beauty,18703.202500000003,133378.3385,0.14022668680941772
2023,11,electronics,17987.614,133378.3385,0.13486158398951717
2023,12,books,42639.10799999999,190278.785,0.22408755658178073
2023,12,beauty,20060.948000000004,190278.785,0.10542924162564946
2023,12,sports,19662.781500000005,190278.785,0.10333669883376649
2023,12,home_garden,23366.0045,190278.785,0.12279878968115125
2023,12,toys,19905.754500000003,190278.785,0.104613630468578
2023,12,clothing,20083.035000000007,190278.785,0.10554531867543723
2023,12,food_drink,20789.6555,190278.785,0.10925892500312108
2023,12,electronics,18070.1215,190278.785,0.09496655919891438
2023,12,,5701.3765,190278.785,0.029963279931601413
2024,1,books,27964.145500000006,175586.83250000002,0.15926106247175456
2024,1,home_garden,24910.027,175586.83250000002,0.1418672838124123
2024,1,sports,13585.952500000001,175586.83250000002,0.07737455198982532
2024,1,,4070.7195,175586.83250000002,0.0231835123513604
2024,1,toys,15777.475000000002,175586.83250000002,0.0898556843663092
2024,1,electronics,22687.6355,175586.83250000002,0.12921034668132075
2024,1,food_drink,23344.013,175586.83250000002,0.13294853986274852
2024,1,beauty,18378.421500000004,175586.83250000002,0.10466856334457769
2024,1,clothing,24868.443,175586.83250000002,0.14163045511969127
2024,2,toys,14881.860000000002,167500.6315,0.08884659040822783
2024,2,sports,14898.743500000002,167500.6315,0.08894738704313485
2024,2,books,9262.355500000001,167500.6315,0.05529743629653123
2024,2,,5848.179,167500.6315,0.034914369860151846
2024,2,food_drink,32209.0665,167500.6315,0.19229220935802863
2024,2,clothing,16171.4145,167500.6315,0.09654539421840927
2024,2,beauty,30954.184,167500.6315,0.18480040178236584
2024,2,electronics,15552.808000000003,167500.6315,0.09285223500784237
2024,2,home_garden,27722.020499999995,167500.6315,0.16550397602530828
2024,3,beauty,23725.389,232078.787,0.10222989057591032
2024,3,,1617.3445000000002,232078.787,0.006968945851996374
2024,3,home_garden,41075.413499999995,232078.787,0.1769890907780382
2024,3,sports,26312.043500000003,232078.787,0.11337547838872496
2024,3,toys,30247.7765,232078.787,0.13033408563963236
2024,3,clothing,26928.603000000003,232078.787,0.11603216023358481
2024,3,food_drink,41143.48999999999,232078.787,0.17728242435186456
2024,3,books,21193.793,232078.787,0.09132154331709774
2024,3,electronics,19834.934000000005,232078.787,0.0854663808631506
2024,4,beauty,26409.938500000004,186207.6405,0.14183058455112105
2024,4,clothing,18319.6195,186207.6405,0.09838274869284969
2024,4,electronics,24337.135499999997,186207.6405,0.1306989092104413
2024,4,toys,19469.6015,186207.6405,0.10455855327805413
2024,4,books,22146.974000000002,186207.6405,0.1189369777766987
2024,4,home_garden,24901.788500000002,186207.6405,0.13373129283596719
2024,4,sports,27148.551999999996,186207.6405,0.14579719675895897
2024,4,,3581.5235000000002,186207.6405,0.019234030839889196
2024,4,food_drink,19892.5075,186207.6405,0.10682970605601975
2024,5,electronics,19280.408,152865.57700000002,0.12612655104163834
2024,5,,6567.623,152865.57700000002,0.04296338736875993
2024,5,beauty,13940.548499999999,152865.57700000002,0.09119481817675668
2024,5,toys,29985.289000000004,152865.57700000002,0.1961546189041631
2024,5,sports,9854.236,152865.57700000002,0.0644634076120355
2024,5,food_drink,15464.2485,152865.57700000002,0.10116239904030191
2024,5,home_garden,15203.149999999998,152865.57700000002,0.09945437225543587
2024,5,clothing,20514.48,152865.57700000002,0.13419947382921923
2024,5,books,22055.594,152865.57700000002,0.1442809717716893
2024,6,sports,24025.198999999997,144941.45799999998,0.165757950358137
2024,6,beauty,22418.8415,144941.45799999998,0.15467514822432654
2024,6,toys,26467.754000000004,144941.45799999998,0.18260996105061952
2024,6,food_drink,22774.228499999997,144941.45799999998,0.15712708299098246
2024,6,electronics,6646.823999999999,144941.45799999998,0.045858680405988464
2024,6,,5951.2395,144941.45799999998,0.04105960835580942
2024,6,home_garden,10687.901000000002,144941.45799999998,0.0737394334752725
2024,6,clothing,11865.9585,144941.45799999998,0.08186724946564289
2024,6,books,14103.512,144941.45799999998,0.09730488567322126
