customer_id,order_id,order_date,rolling_7_day_order_count
C00066,O0000797,2022-09-17,2
C00066,O0001098,2022-12-03,1
C00066,O0000121,2023-04-18,1
C00066,O0000408,2024-05-19,1
C00067,O0001303,2022-05-13,1
C00067,O0000641,2022-07-16,1
C00067,O0000906,2022-08-17,1
C00067,O0000008,2023-06-07,1
C00067,O0000549,2023-07-01,1
C00067,O0000663,2024-04-05,1
C00067,O0000903,2024-05-21,1
C00068,O0001672,2022-02-02,1
C00068,O0001945,2023-05-13,1
C00069,O0000987,2022-05-14,1
C00069,O0000160,2022-10-28,1
C00069,O0000035,2023-04-26,1
C00069,O0001581,2023-07-14,1
C00069,O0001531,2023-08-12,1
C00070,O0001321,2022-02-15,1
C00070,O0000709,2022-07-15,1
C00070,O0001071,2022-10-13,1
C00070,O0001643,2022-11-23,1
C00070,O0001800,2023-08-31,1
C00070,O0001449,2024-04-11,1
C00071,O0000919,2022-01-10,1
C00071,O0000559,2022-01-14,2
C00071,O0001354,2022-02-22,1
C00071,O0000633,2022-09-10,1
C00071,O0000091,2022-10-09,1
C00071,O0001113,2023-10-25,1
C00071,O0000164,2024-01-18,1
C00071,O0001723,2024-03-31,1
C00072,O0001078,2022-12-10,1
C00072,O0000721,2023-05-30,1
C00072,O0000330,2023-10-09,1
C00072,O0000558,2023-11-16,1
C00072,O0001397,2023-12-11,1
C00073,O0001259,2022-03-26,1
C00073,O0001120,2022-03-29,2
C00073,O0000285,2022-11-20,1
C00074,O0000770,2022-11-09,1
C00074,O0001355,2022-11-28,1
C00074,O0001487,2023-03-30,1
C00074,O0001728,2023-08-13,1
C00074,O0000827,2023-10-20,1
C00074,O0000087,2023-12-28,1
C00076,O0000799,2022-06-20,1
C00076,O0000419,2023-02-06,1
C00076,O0001126,2024-05-23,1
C00076,O0000187,2024-06-19,1
C00077,O0001535,2022-03-01,1
C00077,O0000228,2022-03-08,2
C00077,O0000487,2023-09-20,1
C00077,O0000645,2023-11-14,1
C00077,O0000020,2024-03-31,1
C00078,O0001550,2022-01-15,1
C00078,O0000368,2022-03-08,1
C00078,O0001409,2023-11-13,1
C00078,O0001611,2024-02-01,1
C00079,O0000901,2022-01-18,1
C00079,O0001675,2022-06-15,1
C00079,O0001293,2022-10-13,1
C00080,O0001099,2022-07-16,1
C00080,O0001274,2022-07-27,1
C00080,O0001464,2022-08-26,1
C00080,O0000058,2022-12-25,1
C00080,O0000088,2023-06-07,1
C00080,O0001490,2024-04-19,1
C00081,O0001934,2022-04-22,1
C00081,O0000817,2022-06-11,1
C00081,O0001163,2023-02-07,1
C00081,O0001901,2023-07-25,1
C00081,O0000627,2023-10-17,1
C00081,O0001167,2024-02-13,1
C00082,O0000380,2022-01-12,1
C00082,O0000201,2022-04-12,1
C00082,O0001949,2023-10-25,1
C00082,O0001236,2024-01-18,1
C00083,O0001877,2022-02-22,1
C00083,O0000911,2023-07-28,1
C00083,O0000182,2023-08-05,1
C00084,O0000803,2022-01-30,1
C00084,O0000227,2022-12-03,1
C00084,O0001683,2024-04-23,1
C00085,O0000422,2022-12-23,1
C00085,O0001034,2023-09-21,1
C00085,O0001175,2023-10-20,1
C00085,O0001130,2023-12-08,1
C00086,O0001299,2022-07-02,1
C00086,O0000053,2022-08-21,1
C00086,O0001962,2023-04-07,1
C00086,O0001530,2023-07-21,1
C00087,O0001040,2023-01-28,1
C00087,O0000126,2023-08-08,1
C00087,O0001456,2024-03-06,1
C00088,O0000429,2022-04-23,1
C00088,O0000095,2022-10-14,1
C00088,O0000816,2022-10-29,1
C00088,O0001261,2023-02-25,1
C00088,O0000034,2023-12-13,1
C00088,O0001209,2024-03-26,1
C00089,O0000399,2022-06-12,1
C00089,O0000897,2023-05-28,1
C00090,O0001214,2022-03-09,1
C00090,O0001027,2024-06-06,1
C00091,O0000945,2022-12-18,1
C00091,O0000917,2023-04-28,1
C00091,O0001884,2024-04-19,1
C00092,O0001264,2022-03-12,1
C00092,O0001108,2022-03-19,2
C00092,O0000025,2022-07-22,1
C00092,O0001873,2022-11-23,1
C00092,O0000050,2023-03-24,1
C00092,O0001092,2024-01-02,1
C00092,O0001927,2024-04-25,1
C00093,O0001450,2022-05-24,1
C00093,O0001802,2022-09-05,1
C00093,O0000224,2022-09-24,1
C00093,O0001787,2023-11-19,1
C00094,O0000802,2022-05-04,1
C00094,O0000086,2022-05-15,1
C00094,O0001507,2023-06-11,1
C00094,O0000892,2023-08-29,1
C00095,O0001689,2022-03-07,1
C00095,O0000120,2022-05-07,1
C00095,O0000213,2023-01-29,1
C00096,O0001230,2023-07-09,1
C00096,O0001458,2023-10-05,1
C00096,O0000072,2023-12-18,1
C00097,O0000090,2022-03-02,1
C00097,O0001947,2022-03-10,1
C00097,O0001380,2023-07-19,1
C00098,O0000089,2023-08-19,1
C00098,O0001102,2023-08-22,2
C00098,O0001650,2024-01-17,1
C00098,O0000686,2024-04-02,1
C00099,O0001398,2024-03-17,1
C00100,O0000486,2022-11-23,1
C00100,O0000539,2023-02-09,1
C00100,O0000634,2023-08-09,1
C00100,O0001452,2023-09-25,1
C00100,O0001975,2023-10-29,1
C00101,O0001878,2022-11-24,1
C00101,O0000674,2023-12-24,1
C00102,O0001579,2022-02-25,1
C00102,O0000745,2022-09-02,1
C00102,O0001224,2022-11-23,1
C00103,O0000452,2022-10-11,1
C00103,O0000371,2023-01-05,1
C00103,O0001779,2023-10-19,1
C00104,O0001758,2022-05-13,1
C00104,O0000254,2023-02-10,1
C00105,O0000225,2022-04-19,1
C00105,O0001872,2022-07-30,1
C00105,O0000049,2022-12-26,1
C00105,O0001263,2023-05-10,1
C00106,O0001262,2022-02-17,1
C00106,O0000118,2022-04-10,1
C00106,O0001171,2022-07-28,1
C00106,O0001826,2023-02-28,1
C00106,O0000009,2024-03-01,1
C00106,O0000350,2024-04-19,1
C00107,O0000733,2023-07-09,1
C00107,O0001973,2023-07-24,1
C00107,O0000958,2023-12-25,1
C00107,O0001892,2024-02-11,1
C00108,O0001198,2022-06-10,1
C00108,O0000229,2023-06-23,1
C00109,O0001910,2023-07-24,1
C00110,O0000708,2022-01-05,1
C00110,O0000804,2022-05-17,1
C00110,O0001726,2023-02-19,1
C00111,O0001031,2022-05-29,1
C00111,O0000319,2022-08-04,1
C00111,O0000184,2022-08-21,1
C00111,O0000764,2023-10-21,1
C00111,O0001042,2023-10-28,2
C00111,O0000685,2023-12-18,1
C00111,O0000200,2024-05-14,1
C00112,O0001713,2022-02-18,1
C00112,O0000337,2022-05-25,1
C00112,O0000844,2023-08-16,1
C00112,O0000188,2023-08-27,1
C00113,O0001044,2022-10-03,1
C00113,O0000775,2023-08-19,1
C00113,O0001931,2024-06-08,1
C00114,O0000615,2022-03-03,1
C00114,O0001621,2022-08-25,1
C00114,O0001523,2023-07-21,1
C00114,O0001960,2023-10-22,1
C00114,O0000865,2023-11-18,1
C00115,O0001023,2022-02-12,1
C00115,O0000482,2022-02-20,1
C00115,O0000351,2023-02-17,1
C00115,O0001304,2023-09-23,1
C00115,O0000166,2024-01-05,1
C00116,O0001592,2022-11-13,1
C00116,O0000154,2023-10-16,1
C00117,O0000256,2022-08-24,1
C00118,O0000286,2022-01-02,1
C00118,O0001284,2022-09-22,1
C00118,O0001342,2022-12-18,1
C00118,O0001939,2023-06-13,1
C00119,O0000923,2022-07-02,1
C00119,O0001630,2022-07-22,1
C00120,O0000102,2022-07-22,1
C00120,O0001814,2023-09-08,1
C00121,O0001702,2022-01-30,1
C00121,O0001554,2022-06-15,1
C00121,O0001471,2022-08-06,1
C00121,O0000962,2023-02-23,1
C00121,O0001570,2023-03-14,1
C00121,O0001506,2024-01-08,1
C00121,O0001529,2024-06-29,1
C00122,O0001324,2022-02-04,1
C00122,O0001488,2023-05-11,1
C00122,O0001074,2023-07-29,1
C00123,O0000340,2022-10-07,1
C00123,O0000116,2023-05-20,1
C00123,O0001850,2024-03-13,1
C00124,O0001976,2022-11-25,1
C00124,O0001082,2023-04-26,1
C00124,O0001634,2023-07-19,1
C00125,O0000363,2022-04-24,1
C00125,O0000444,2022-10-01,1
C00125,O0001439,2023-01-31,1
C00125,O0001774,2023-12-24,1
C00126,O0000891,2023-05-19,1
C00126,O0001564,2023-11-30,1
C00127,O0000593,2022-01-02,1
C00127,O0001968,2022-04-03,1
C00127,O0001522,2022-07-14,1
C00127,O0001072,2023-12-08,1
C00127,O0001585,2023-12-27,1
C00128,O0001974,2022-03-14,1
C00128,O0000868,2022-08-12,1
C00128,O0000898,2022-08-14,2
C00128,O0000690,2022-12-12,1
C00128,O0000786,2023-12-30,1
C00129,O0001871,2024-02-09,1
C00130,O0000305,2022-05-02,1
C00130,O0001687,2022-09-29,1
C00130,O0000360,2022-10-29,1
C00130,O0001011,2023-05-26,1
C00130,O0001825,2024-03-06,1
C00130,O0000412,2024-04-26,1
C00131,O0000508,2023-01-03,1
C00131,O0001598,2023-08-24,1
C00131,O0000039,2023-09-27,1
C00131,O0000688,2024-06-09,1
C00132,O0001517,2022-04-25,1
C00132,O0000148,2022-10-26,1
C00132,O0000306,2023-07-12,1
C00132,O0001440,2024-02-04,1
C00132,O0000818,2024-04-08,1
C00133,O0001670,2022-02-04,1
C00133,O0000104,2022-03-18,1
C00133,O0001908,2023-01-19,1
C00133,O0000509,2023-01-25,2
C00133,O0002000,2023-02-13,1
C00133,O0000266,2023-04-18,1
C00133,O0000485,2023-07-12,1
C00133,O0001317,2024-04-29,1
C00134,O0001577,2022-01-10,1
C00134,O0000716,2022-03-27,1
C00134,O0000596,2022-07-11,1
C00134,O0000831,2023-07-20,1
C00134,O0001194,2023-08-10,1
C00134,O0001859,2023-08-23,1
C00134,O0000341,2023-10-04,1
C00134,O0000703,2023-10-06,2
C00134,O0001465,2024-06-09,1
C00135,O0000503,2022-11-01,1
C00135,O0001413,2022-12-19,1
C00135,O0001335,2023-04-14,1
C00136,O0000390,2022-08-05,1
C00136,O0001467,2023-06-10,1
C00136,O0001994,2023-09-03,1
C00136,O0001135,2023-09-27,1
C00136,O0000110,2024-01-24,1
C00137,O0000372,2022-05-07,1
C00137,O0000173,2022-08-14,1
C00137,O0000447,2022-12-10,1
C00137,O0001904,2024-04-19,1
C00137,O0000484,2024-05-21,1
C00139,O0001793,2022-01-24,1
C00139,O0001617,2022-03-31,1
C00140,O0000968,2022-06-14,1
C00140,O0001786,2023-11-24,1
C00141,O0000161,2022-11-10,1
C00141,O0000379,2024-06-22,1
C00142,O0000179,2022-09-30,1
C00142,O0000152,2023-02-07,1
C00142,O0000975,2023-06-06,1
C00142,O0000711,2024-03-18,1
C00142,O0001028,2024-06-24,1
C00143,O0001498,2022-01-04,1
C00143,O0000826,2022-01-15,1
C00143,O0001533,2022-07-18,1
C00143,O0001963,2022-10-10,1
C00143,O0000051,2022-12-30,1
C00143,O0001003,2023-03-31,1
C00143,O0000895,2023-07-05,1
C00143,O0001421,2024-05-09,1
C00144,O0001400,2023-09-10,1
C00144,O0001909,2023-10-13,1
C00144,O0001032,2024-04-05,1
C00145,O0000941,2022-02-02,1
C00145,O0001313,2023-07-04,1
C00145,O0001479,2023-12-24,1
C00146,O0000587,2022-11-22,1
C00146,O0000105,2023-08-07,1
C00146,O0001083,2024-03-27,1
C00147,O0000986,2022-02-10,1
C00147,O0001789,2022-02-17,2
C00147,O0000436,2023-11-24,1
C00147,O0000778,2023-12-30,1
C00148,O0000400,2022-02-20,1
C00148,O0000149,2024-05-04,1
C00149,O0001104,2022-02-17,1
C00149,O0000773,2022-04-11,1
C00149,O0000389,2022-08-21,1
C00149,O0000723,2023-05-16,1
C00149,O0001162,2024-02-13,1
C00149,O0000824,2024-03-14,1
C00149,O0001486,2024-04-08,1
C00150,O0000454,2022-04-17,1
C00150,O0000044,2022-06-29,1
C00150,O0001404,2022-08-27,1
C00150,O0000759,2024-01-25,1
C00151,O0001210,2022-06-18,1
C00151,O0000056,2022-08-16,1
C00151,O0000111,2022-11-19,1
C00151,O0000544,2023-01-11,1
C00151,O0001623,2023-06-14,1
C00152,O0000734,2023-05-20,1
C00152,O0001295,2024-05-06,1
C00153,O0001178,2023-06-28,1
C00153,O0001343,2023-11-22,1
C00154,O0001266,2023-11-27,1
C00154,O0000289,2024-01-19,1
C00154,O0001970,2024-02-12,1
C00155,O0000656,2022-02-24,1
C00155,O0000679,2022-10-17,1
C00155,O0001556,2024-04-15,1
C00156,O0001925,2022-07-13,1
C00156,O0001898,2023-06-02,1
C00156,O0001633,2023-06-10,1
C00156,O0001724,2024-03-27,1
C00157,O0001256,2022-06-21,1
C00157,O0001807,2022-07-21,1
C00157,O0001811,2022-11-09,1
C00157,O0001265,2023-05-30,1
C00157,O0000984,2023-11-02,1
C00157,O0001292,2023-11-04,2
C00157,O0000230,2024-04-06,1
C00158,O0000699,2022-06-29,1
C00158,O0000065,2022-07-17,1
C00158,O0000147,2022-08-29,1
C00158,O0000624,2023-02-13,1
C00158,O0000774,2024-05-17,1
C00159,O0000521,2022-04-10,1
C00159,O0000850,2022-06-27,1
C00159,O0000473,2022-08-31,1
C00159,O0001143,2023-04-13,1
C00159,O0001946,2023-04-19,2
C00159,O0000504,2024-01-03,1
C00159,O0000599,2024-02-20,1
C00159,O0001219,2024-06-29,1
C00160,O0000100,2022-12-07,1
C00160,O0000576,2023-02-03,1
C00160,O0001166,2024-03-31,1
C00161,O0001707,2022-01-02,1
C00161,O0000913,2022-03-10,1
C00161,O0000333,2023-10-15,1
C00161,O0000751,2024-06-07,1
C00161,O0000431,2024-06-14,2
C00162,O0000756,2022-01-29,1
C00162,O0001607,2022-09-06,1
C00162,O0001029,2022-11-10,1
C00162,O0001534,2022-11-24,1
C00162,O0000312,2023-04-03,1
C00162,O0000345,2023-08-02,1
C00162,O0001291,2023-12-15,1
C00162,O0001868,2024-03-07,1
C00163,O0001753,2022-02-09,1
C00163,O0000942,2022-02-14,2
C00163,O0001428,2022-12-25,1
C00163,O0001673,2023-07-05,1
C00163,O0001058,2023-12-09,1
C00163,O0001462,2024-04-27,1
C00164,O0000132,2022-01-12,1
C00164,O0001796,2022-01-19,2
C00164,O0000742,2022-01-21,2
C00164,O0001048,2022-08-30,1
C00164,O0001140,2022-10-31,1
C00165,O0001652,2022-03-30,1
C00165,O0001285,2023-01-28,1
C00165,O0000236,2023-02-04,2
C00166,O0000093,2022-03-14,1
C00166,O0001429,2022-05-26,1
C00166,O0001147,2022-10-20,1
C00166,O0000411,2022-11-16,1
C00166,O0001470,2023-05-24,1
C00166,O0000628,2023-06-08,1
C00166,O0001390,2023-08-24,1
C00166,O0000384,2023-09-26,1
C00167,O0001544,2022-11-24,1
C00167,O0000134,2023-04-23,1
C00167,O0001081,2023-08-22,1
C00168,O0000394,2022-01-29,1
C00168,O0000223,2022-12-01,1
C00168,O0000961,2024-01-12,1
C00169,O0000830,2024-05-13,1
C00169,O0000067,2024-06-28,1
C00170,O0000441,2022-05-01,1
C00170,O0001087,2022-07-18,2
C00170,O0000342,2022-07-18,2
C00170,O0000212,2022-10-15,1
C00170,O0000505,2023-10-21,1
C00170,O0001483,2024-04-01,1
C00171,O0000365,2022-02-19,1
C00171,O0001222,2022-03-05,1
C00171,O0001211,2022-03-17,1
C00171,O0000669,2022-09-25,1
C00171,O0001173,2022-11-05,1
C00171,O0000555,2023-02-22,1
C00171,O0000805,2023-03-12,1
C00171,O0000630,2023-04-30,1
C00171,O0001491,2023-10-19,1
C00171,O0000405,2024-03-08,1
C00172,O0001716,2022-04-09,1
C00172,O0001671,2022-05-03,1
C00172,O0001111,2022-07-29,1
C00172,O0000540,2023-03-13,1
C00172,O0001206,2024-04-18,1
C00173,O0000626,2022-01-20,1
C00173,O0001567,2022-02-22,1
C00173,O0001301,2022-05-09,1
C00173,O0000145,2022-05-21,1
C00173,O0001374,2023-02-28,1
C00173,O0001478,2023-03-29,1
C00173,O0000239,2023-07-12,1
C00174,O0001795,2022-01-07,1
C00174,O0001334,2022-10-22,1
C00175,O0001497,2022-02-21,1
C00175,O0000463,2023-07-20,1
C00175,O0001453,2023-09-26,1
C00176,O0000032,2022-05-29,1
C00176,O0001794,2023-07-29,1
C00176,O0001448,2024-03-09,1
C00177,O0000040,2022-01-04,1
C00177,O0001658,2023-04-09,1
C00177,O0000553,2023-05-24,1
C00177,O0000933,2023-07-08,1
C00178,O0001338,2022-02-21,1
C00178,O0001079,2022-09-30,1
C00178,O0000270,2023-06-24,1
C00178,O0000498,2023-07-16,1
C00178,O0001005,2024-03-02,1
C00178,O0001431,2024-06-11,1
C00179,O0001653,2022-11-17,1
C00179,O0000190,2023-04-24,1
C00179,O0000197,2023-09-14,1
C00179,O0000202,2023-10-16,1
C00179,O0001406,2023-11-15,1
C00180,O0000635,2022-10-14,1
C00180,O0000874,2023-05-07,1
C00180,O0000951,2023-08-22,1
C00180,O0001548,2024-03-24,1
C00181,O0000696,2022-03-24,1
C00181,O0000614,2022-04-16,1
C00181,O0001204,2022-11-09,1
C00181,O0001615,2024-06-09,1
C00182,O0000514,2022-09-27,1
C00182,O0001984,2022-10-04,2
C00182,O0000651,2022-11-19,1
C00182,O0000435,2023-09-12,1
C00182,O0001119,2024-03-19,1
C00183,O0001959,2022-04-15,1
C00183,O0001100,2022-07-22,1
C00183,O0000766,2023-02-12,1
C00183,O0001714,2023-03-03,1
C00184,O0000443,2022-02-26,1
C00184,O0001942,2023-06-12,1
C00184,O0001090,2023-10-11,1
C00185,O0001677,2023-08-15,1
C00186,O0000732,2022-12-09,1
C00186,O0001539,2023-08-14,1
C00186,O0000129,2023-11-20,1
C00186,O0000268,2024-03-08,1
C00186,O0001505,2024-04-28,1
C00187,O0000096,2022-08-20,1
C00188,O0000990,2022-02-10,1
C00188,O0001667,2022-09-11,1
C00188,O0000106,2023-10-10,1
C00189,O0000977,2023-04-15,1
C00189,O0001172,2023-10-26,1
C00189,O0000258,2024-02-05,1
C00189,O0001347,2024-06-07,1
C00189,O0001752,2024-06-15,1
C00190,O0000796,2022-01-05,1
C00190,O0000468,2023-12-15,1
C00190,O0000199,2024-01-03,1
C00190,O0000158,2024-02-03,1
C00190,O0001785,2024-04-24,1
C00191,O0000870,2022-02-14,1
C00191,O0000586,2022-04-19,1
C00191,O0000027,2023-04-06,1
C00191,O0000022,2024-06-27,1
C00192,O0000600,2022-12-10,1
C00192,O0001308,2023-02-02,1
C00192,O0000513,2023-05-20,1
C00192,O0001829,2023-12-24,1
C00192,O0000900,2024-06-07,1
C00192,O0000677,2024-06-27,1
C00193,O0001886,2023-05-02,1
C00193,O0000791,2024-03-04,1
C00193,O0001288,2024-06-20,1
C00194,O0000893,2023-10-02,1
C00194,O0001250,2023-10-20,1
C00194,O0000806,2023-12-18,1
C00195,O0001572,2022-03-01,1
C00195,O0000019,2022-08-04,1
C00195,O0001791,2022-09-24,1
C00195,O0001496,2023-12-26,1
C00195,O0000647,2024-03-12,1
C00196,O0000875,2022-05-18,1
C00196,O0000175,2022-08-08,1
C00196,O0001760,2023-07-21,1
C00196,O0000502,2023-12-03,1
C00196,O0000079,2024-06-06,1
C00197,O0001402,2022-11-15,1
C00197,O0000006,2022-12-17,1
C00198,O0000858,2022-09-14,1
C00198,O0001648,2024-04-21,1
C00199,O0000078,2022-04-09,1
C00199,O0000668,2022-10-21,1
C00199,O0001059,2022-11-26,1
C00199,O0001551,2023-05-07,1
C00199,O0000873,2023-07-23,1
C00199,O0000938,2023-09-24,1
C00199,O0000315,2024-05-30,1
C00200,O0000138,2022-05-04,1
C00200,O0000238,2023-05-04,1
C00200,O0001964,2023-07-02,1
C00200,O0000592,2023-11-09,1
C00200,O0000165,2024-04-13,1
C00201,O0001075,2023-05-13,1
